millis,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
550,0.1667,0.1259,1.1835,33.6820,34.0067,-16.2110
560,0.2378,0.1621,1.2910,60.2647,45.5016,-30.8750
570,0.1793,-0.0062,1.1332,57.2528,57.6152,-26.1308
580,0.2720,-0.0078,1.1878,61.7959,78.1029,-34.7182
590,0.2828,0.0610,1.0270,77.9673,86.7152,-30.3322
600,0.3210,-0.0512,0.8678,62.2109,84.6403,-34.1189
610,0.3234,0.0202,0.8710,60.4265,92.7542,-60.7080
620,0.2248,-0.1164,0.7482,73.2968,81.1116,-51.4831
630,0.2153,-0.2208,0.7549,61.3237,86.4745,-32.4286
640,0.2007,-0.1588,0.7324,31.5234,66.9523,-43.1482
650,0.1032,-0.1668,0.9340,43.3028,77.4436,-56.5249
660,0.1829,-0.1777,0.7216,20.7358,52.7745,-85.0315
670,0.2400,-0.2680,0.8638,17.9095,39.3376,-51.2530
680,0.1081,-0.2487,0.8220,14.2289,24.5571,-54.4287
690,0.0373,-0.0757,0.9063,-2.8178,30.9630,-59.5534
700,0.0719,-0.2665,0.9022,-1.3404,22.9735,-51.0079
710,0.1023,-0.1206,0.9961,3.1945,-10.5656,-55.5476
720,0.0916,-0.3118,1.2082,-23.9548,-14.5113,-52.2815
730,-0.0971,-0.2139,1.2025,-29.0074,-21.3064,-59.5865
740,0.0042,-0.1986,1.0418,-22.9307,-22.8493,-58.1375
750,-0.0911,-0.1530,1.1851,-51.9134,-47.7531,-51.8616
760,-0.1049,-0.1960,1.1860,-51.4901,-50.8813,-56.1617
770,-0.0738,-0.2298,1.0944,-41.9809,-40.3058,-62.7236
780,-0.0835,-0.1570,1.1918,-58.3833,-56.5606,-61.2248
790,-0.2163,-0.2122,1.0908,-62.2862,-79.3562,-41.0525
800,-0.2795,-0.2639,1.0072,-67.7436,-68.1381,-48.8287
810,-0.2586,-0.1714,0.9733,-62.0309,-86.3822,-46.2604
820,-0.3221,0.0564,1.0490,-58.5304,-75.8834,-43.8086
830,-0.1539,0.0411,0.8122,-62.7927,-79.3623,-26.6757
840,-0.3919,0.1293,0.8989,-57.9221,-84.2287,-49.8647
850,-0.2404,0.0791,0.9062,-46.5127,-67.3931,-46.0793
860,-0.2470,-0.0278,0.5571,-54.8252,-39.9227,-15.7016
870,-0.2111,0.0291,0.7781,-18.6488,-56.4270,-13.9338
880,-0.2596,0.1307,0.9133,-5.1533,-50.6354,4.0190
890,-0.1880,0.0578,0.8791,-7.7493,-20.6057,-9.3538
900,-0.1425,0.0563,0.8529,-6.6933,-33.8270,-17.0890
910,-0.1041,0.0534,1.0530,-3.2933,-18.5169,2.6792
920,-0.0423,0.0791,1.0613,9.8396,-13.4197,5.9599
930,0.0180,-0.0012,0.9274,29.6686,-9.0084,8.7401
940,0.0390,0.1793,1.1623,35.8620,13.7374,12.7884
950,0.1552,0.0937,1.1427,24.6967,11.6888,32.8481
960,0.2156,0.2293,1.2006,50.7484,19.8094,12.7702
970,0.2004,0.2406,1.1447,42.4163,42.9487,25.1457
980,0.3488,0.0932,1.2633,52.9939,65.0840,26.8097
990,0.3192,0.1607,1.2252,60.7876,78.2088,13.7570
1000,0.3102,0.1158,1.0581,75.9704,80.3139,25.7207
1010,0.3819,0.0233,1.0293,70.2915,93.8168,31.9351
1020,0.4079,-0.0481,1.0402,80.9545,101.4419,41.9365
1030,0.2619,0.0007,0.9245,69.5771,91.8454,38.7485
1040,0.1538,-0.0462,0.7100,80.4832,94.8688,62.7768
1050,0.3000,-0.1378,0.7968,48.2607,81.1798,51.5894
1060,0.2707,-0.1958,0.7121,52.5989,60.4555,46.1642
1070,0.0750,-0.1939,0.7109,45.0533,68.7014,50.5007
1080,0.1052,-0.1511,0.8113,40.7104,38.4553,58.8867
1090,0.1097,-0.1874,0.9814,-6.0111,36.8429,53.5322
1100,-0.0893,-0.2788,0.9183,9.9879,23.9447,49.5010
1110,0.1218,-0.2509,0.8381,-9.2682,16.4591,48.1386
1120,0.0907,-0.2360,0.9930,-0.0966,10.6422,59.1113
1130,0.1021,-0.2758,1.0031,-6.4967,3.5504,75.1129
1140,0.1368,-0.2550,1.0908,-4.5823,7.9628,34.1722
1150,-0.0578,-0.3187,1.0637,-6.4523,-4.5212,55.4221
1160,0.0579,-0.3034,1.1460,-18.4489,-18.7761,58.4898
1170,0.1183,-0.2148,1.2167,-40.6776,-20.5350,49.3086
1180,-0.2239,-0.2054,1.2712,-41.6647,-38.5803,75.4063
1190,-0.1041,-0.2373,1.1011,-22.6778,-52.5588,56.1811
1200,-0.0391,-0.0566,1.3280,-57.2211,-46.9976,38.6106
1210,-0.1714,-0.2008,1.2408,-54.7312,-61.4575,54.2493
1220,-0.2870,-0.1125,1.1778,-69.9944,-77.7294,38.4868
1230,-0.1726,-0.1150,1.0440,-61.6272,-93.6601,53.6659
1240,-0.2130,-0.1424,1.0753,-77.9786,-92.7211,43.9456
1250,-0.3032,-0.0342,1.1270,-65.7593,-71.9087,51.7576
1260,-0.2387,-0.0016,0.9408,-84.3213,-88.9519,31.9861
1270,-0.2134,-0.0534,0.8076,-68.3379,-85.4142,41.3352
1280,-0.2311,0.0184,0.8661,-44.0129,-74.1221,48.2220
1290,-0.2752,0.1909,0.8228,-75.6437,-94.9935,30.2356
1300,-0.3982,-0.0409,0.7654,-65.3170,-75.0085,19.1875
1310,-0.3262,0.0399,0.6311,-43.9081,-99.9308,20.3435
1320,-0.4119,0.1421,0.7851,-44.4333,-68.5132,16.8336
1330,-0.2933,0.1168,0.8327,-47.5618,-69.9399,7.9409
1340,-0.1722,0.0703,0.5281,-34.2145,-42.5345,12.1957
1350,-0.1342,0.0966,0.8504,-15.4928,-39.7443,17.5326
1360,-0.1593,0.1178,0.9094,-4.5560,-43.0766,-1.5563
1370,-0.1590,0.1148,0.7938,-13.6299,-42.4003,-8.0100
1380,-0.3006,0.1366,0.7022,-14.8858,-11.9532,-1.7190
1390,-0.1805,0.2567,0.9406,7.1934,-18.7645,-13.5171
1400,-0.1165,0.1655,1.1454,6.2898,-6.5027,-9.7660
1410,-0.0104,0.1085,1.0888,28.0712,-5.6998,-9.6454
1420,-0.0103,0.1837,1.2204,29.4443,-4.6908,-22.7987
1430,0.1701,0.1966,1.0793,12.3075,1.2770,-6.0991
1440,0.0818,0.0760,1.0342,25.5871,-4.5174,-6.6713
1450,0.0464,0.0870,1.0905,35.4676,17.8397,-28.1260
1460,0.1520,0.0393,1.2959,40.2664,33.5783,-23.8703
1470,0.1673,0.1379,1.1088,42.2842,22.3590,-35.4848
1480,0.2058,0.1621,1.1696,58.6827,50.5536,-19.1167
1490,0.2445,0.0698,1.1769,43.8636,58.2243,-30.9477
1500,0.1477,0.1657,1.2199,42.5018,64.1085,-25.4918
1510,0.3854,0.0283,1.1886,69.7269,69.6129,-19.1589
1520,0.3705,0.0152,1.0235,81.8940,88.8408,-30.7880
1530,0.3681,0.0016,0.9707,69.2502,75.0810,-41.0924
1540,0.3145,-0.0164,1.0808,76.0895,83.7610,-42.5340
1550,0.3180,0.0590,0.8999,50.4366,94.3703,-52.4269
1560,0.2358,-0.1604,0.8397,50.3587,77.7220,-50.9431
1570,0.0889,-0.0726,0.7642,52.3113,87.5298,-37.5528
1580,0.2115,-0.1261,0.7849,49.6316,69.2014,-60.0456
1590,0.1499,-0.0885,0.7044,41.8682,57.3755,-58.7655
1600,0.0274,-0.2835,0.8557,28.0108,43.0997,-56.9382
1610,-0.0674,-0.2890,0.8851,21.2920,39.8957,-56.8413
1620,0.1507,-0.0982,0.8701,12.4405,50.5173,-53.9278
1630,-0.0118,-0.1345,0.9659,14.7594,42.5932,-71.0793
1640,0.0283,-0.1531,0.9464,10.6576,17.2341,-65.4133
1650,-0.0194,-0.2401,0.9754,2.1738,12.6467,-61.6395
1660,0.1393,-0.1580,1.1027,2.5676,12.9216,-58.1521
1670,-0.1079,-0.2295,1.1081,-24.0174,-22.6230,-54.3646
1680,0.0303,-0.2909,1.1392,-43.0222,-39.4453,-54.2000
1690,-0.2460,-0.2106,1.3221,-63.3426,-48.3058,-55.6882
1700,-0.0254,-0.2062,1.1969,-66.7827,-71.1726,-63.0043
1710,-0.1386,-0.2514,1.2337,-47.2586,-65.8916,-64.0905
1720,-0.2644,-0.2172,1.3054,-50.6448,-65.1638,-64.2508
1730,-0.1384,-0.2005,1.0735,-60.0610,-71.8357,-43.6182
1740,-0.1847,-0.0874,1.0802,-66.7810,-77.8476,-34.0045
1750,-0.3068,-0.0446,1.1421,-75.8697,-98.2072,-54.2435
1760,-0.1961,-0.0107,0.9947,-85.3601,-77.3214,-56.3905
1770,-0.2349,-0.0010,0.9562,-70.8415,-86.6551,-46.0139
1780,-0.2374,-0.1083,0.8698,-65.3350,-78.8756,-35.3529
1790,-0.3835,0.0316,0.8068,-83.0712,-76.0500,-38.8065
1800,-0.3448,0.0772,0.7596,-42.7991,-78.8853,-31.8672
1810,-0.3443,0.0913,0.7809,-49.3607,-50.7349,-16.7484
1820,-0.2731,-0.0106,0.7596,-41.6359,-84.0044,-20.7624
1830,-0.2958,-0.1255,0.8796,-25.5391,-60.8952,-23.5148
1840,-0.2960,0.1079,0.8099,-15.2002,-50.5766,-26.6613
1850,-0.0988,0.0499,0.9333,-25.0456,-31.3034,-13.4051
1860,-0.1902,0.1821,0.8738,-5.2250,-35.3258,1.3196
1870,0.0118,0.0287,1.0840,9.2303,-11.6655,-16.4610
1880,0.0257,0.1723,0.9898,6.6840,-8.4888,14.4352
1890,-0.0504,0.1048,1.1195,14.2231,14.5113,4.7209
1900,-0.0119,0.0530,1.1665,22.5862,16.8892,24.3986
1910,0.2157,0.1006,1.3265,45.9116,29.7751,11.1861
1920,0.3055,0.1047,1.1786,46.6633,46.4256,14.6538
1930,0.3892,0.1484,1.1874,59.2533,67.8346,14.9749
1940,0.3572,0.1251,1.2156,66.9111,84.7471,32.4648
1950,0.3714,0.1378,1.0867,77.3395,56.3472,34.1851
1960,0.3017,0.0828,1.2068,68.8940,70.6523,33.9988
1970,0.2917,-0.0316,1.0203,70.0442,99.2029,40.0999
1980,0.5617,-0.0488,1.0226,68.6754,84.5408,45.2724
1990,0.4153,-0.0079,1.0545,97.1931,81.8209,34.3712
2000,0.2272,-0.0668,0.9668,67.7317,85.2349,51.9901
2010,0.3173,-0.1888,0.8035,73.1054,80.8252,32.5108
2020,0.3049,-0.2412,0.7150,52.0079,77.2361,44.3647
2030,0.1071,-0.0784,0.6393,59.3443,82.1028,54.3116
2040,0.1783,-0.1506,0.6724,40.8516,67.8156,50.8595
2050,0.1929,-0.0525,0.6929,35.1050,78.1975,56.7069
2060,0.2412,-0.2449,0.7200,38.0981,31.0411,42.3551
2070,0.2158,-0.1493,0.8447,39.1102,49.2479,54.1959
2080,0.0458,-0.2267,0.7928,12.6972,23.7875,57.0964
2090,0.0163,-0.2128,0.8724,2.2296,27.5387,45.1158
2100,-0.0085,-0.2440,1.0448,-8.5850,-4.8912,62.5726
2110,0.0306,-0.1717,1.1872,-18.7202,2.6500,46.3145
2120,0.0389,-0.2068,1.0984,-30.0357,-8.3422,48.7757
2130,-0.1095,-0.2707,1.1825,-27.6577,-25.6452,43.9521
2140,-0.0766,-0.2318,1.2204,-44.0599,-49.4731,55.6985
2150,-0.1233,-0.2309,1.3075,-54.3350,-52.7327,46.0506
2160,-0.1662,-0.1906,1.2869,-62.0796,-59.8245,56.3548
2170,-0.2003,-0.1438,1.1435,-61.8253,-62.5130,54.8571
2180,-0.0937,-0.1424,1.1309,-73.9085,-84.7295,39.5394
2190,-0.1058,-0.1474,1.0583,-62.7745,-81.2271,46.8978
2200,-0.1290,-0.1042,1.1008,-83.9986,-97.1074,57.3608
2210,-0.3211,-0.2528,1.2317,-63.0138,-82.6759,29.5621
2220,-0.2202,-0.0663,0.8712,-78.8220,-77.0861,25.5580
2230,-0.1172,-0.0183,0.7992,-70.3519,-93.1217,50.8912
2240,-0.2748,-0.2317,0.7374,-47.2557,-93.5736,23.7874
2250,-0.3615,-0.0698,0.7059,-53.7499,-90.3994,54.4087
2260,-0.2684,0.0417,0.7518,-60.0882,-70.1083,31.5102
2270,-0.3248,-0.1045,0.7457,-56.1958,-73.3208,1.8653
2280,-0.3111,0.1134,0.8566,-34.8908,-64.6423,25.0391
2290,-0.2079,0.1834,0.8809,-19.7839,-58.8699,9.3065
2300,-0.1138,0.1692,0.8897,-12.8652,-50.0985,4.7073
2310,-0.0826,0.2129,0.9499,7.5613,-8.8089,5.7552
2320,-0.0316,0.1422,1.0507,3.5597,-14.0221,-9.7696
2330,-0.0553,0.2105,1.0857,-10.0855,6.9449,-10.3530
2340,0.0391,0.1833,1.0431,27.4469,8.8843,-7.9856
2350,0.2054,0.1154,1.2202,29.9639,21.4632,-32.5823
2360,0.2394,0.1120,1.1750,51.8746,33.8996,-26.3155
2370,0.2545,-0.0244,1.2043,50.5427,60.4657,-24.8704
2380,0.1913,-0.0183,1.1865,54.3363,40.7885,-30.1944
2390,0.3942,0.1257,1.1221,53.4019,46.6666,-33.0177
2400,0.2389,0.1153,1.0938,70.2754,84.9919,-36.1734
2410,0.3728,-0.0434,1.0771,73.6359,69.6380,-57.5498
2420,0.2898,-0.1235,0.9884,78.2434,82.3748,-51.7025
2430,0.3526,-0.1853,0.8365,72.0890,91.6352,-64.4350
2440,0.3476,0.0098,0.9796,67.4347,100.2375,-46.7442
2450,0.2629,-0.0350,1.0093,60.0180,72.9578,-39.7996
2460,0.0503,0.0538,0.9592,62.8308,79.3431,-48.9895
2470,0.1164,0.0052,0.9193,65.8249,88.7645,-68.6981
2480,0.1923,0.0588,0.8320,39.3652,80.5713,-54.0136
2490,0.1327,-0.0783,0.6957,41.0264,65.1408,-48.0417
2500,0.1992,-0.1905,0.6826,45.8503,76.8318,-51.9652
2510,0.2946,-0.1920,0.6335,49.1891,47.3978,-50.6423
2520,0.1805,-0.1045,0.7422,48.7621,65.4206,-51.0295
2530,0.1119,-0.2903,0.6572,47.9347,52.2965,-68.3436
2540,0.1734,-0.1759,0.8610,9.7091,34.8401,-58.0569
2550,0.0668,-0.2437,0.8663,18.1754,29.7723,-57.3867
2560,0.1162,-0.1357,0.8796,1.9458,20.8442,-69.5597
2570,0.0705,-0.2689,0.9171,-6.2816,25.7418,-65.7715
2580,-0.1219,-0.2853,1.0539,-17.2184,-0.2878,-61.3133
2590,0.0581,-0.1624,1.1743,-25.2824,-8.5921,-42.0092
2600,0.0953,-0.4485,1.1522,-26.9059,-24.2241,-48.9557
2610,-0.0553,-0.1470,1.2949,-48.4300,-33.7836,-57.9506
2620,-0.0066,-0.1856,1.1468,-46.1442,-46.9721,-55.7817
2630,-0.0616,-0.2250,1.1610,-62.9024,-57.5585,-67.9171
2640,-0.1534,-0.1113,1.1352,-47.0351,-71.8784,-50.6700
2650,-0.1835,-0.1754,1.1220,-46.8470,-60.1272,-40.2886
2660,-0.1245,-0.0676,1.0813,-69.3761,-89.1445,-49.5056
2670,-0.2544,-0.0932,1.0740,-72.0178,-65.1811,-39.7618
2680,-0.2757,-0.0196,0.9462,-59.9548,-89.1913,-29.1202
2690,-0.2032,-0.1107,1.0067,-55.2500,-91.4889,-40.5242
2700,-0.2111,-0.0708,0.7249,-70.8708,-82.9777,-48.8226
2710,-0.1711,0.1154,0.8518,-64.5344,-93.5448,-34.8011
2720,-0.3296,0.0274,0.8009,-54.9658,-64.8314,-32.4299
2730,-0.3842,0.0034,0.6887,-64.9602,-63.4089,-5.4978
2740,-0.2130,-0.0416,0.6763,-40.5025,-64.1496,-29.4290
2750,-0.3866,0.0193,0.7574,-44.6397,-52.6700,-23.8934
2760,-0.2910,0.0892,0.8328,-38.5157,-51.2237,-10.6570
2770,-0.2606,-0.0007,0.7926,-44.8448,-73.6771,-23.7546
2780,-0.1032,0.0917,0.7773,-18.0487,-45.7687,-17.6144
2790,-0.1754,0.0931,0.8095,-31.4132,-46.9140,-11.2469
2800,-0.2274,-0.0182,0.8364,-19.1509,-25.1062,-8.4854
2810,-0.1168,0.1248,0.8734,-13.2342,-29.6437,-1.3391
2820,0.0388,0.2168,1.0119,0.8991,-19.1314,1.2292
2830,-0.1239,0.1030,1.1054,-1.7337,-11.8606,-16.9037
2840,-0.0642,0.1346,1.1013,9.2455,6.4860,15.5509
2850,0.1210,0.1674,1.0373,24.7569,15.0996,2.8579
2860,0.1572,0.0985,1.2134,34.4045,15.9566,19.8321
2870,0.1191,0.0110,1.2733,42.4040,38.0232,17.4669
2880,0.2513,0.1136,1.1037,62.2698,56.1585,28.2986
2890,0.3143,0.0571,1.2365,65.1718,63.0176,39.3672
2900,0.2490,0.0243,1.1506,74.5268,69.4020,29.0526
2910,0.3018,0.1490,1.1604,68.5817,87.2551,29.5201
2920,0.4488,0.0122,0.9550,64.0369,97.5486,42.8250
2930,0.3640,-0.0630,0.9313,87.4098,94.0041,40.1962
2940,0.4109,-0.0782,0.9471,56.5793,95.0659,58.9643
2950,0.3214,0.0692,0.8859,58.9516,95.9627,42.3621
2960,0.2663,-0.0089,0.8351,59.1659,83.7776,41.3180
2970,0.3179,-0.2015,0.7848,89.8778,87.8566,65.1842
2980,0.2045,-0.0610,0.8222,65.3002,86.3443,43.6945
2990,0.2887,-0.1441,0.8559,73.3954,77.0041,57.2272
3000,0.2041,-0.1816,0.6767,42.7310,86.6878,47.3190
3010,0.1702,-0.0882,0.7460,39.3528,89.2175,60.4129
3020,0.1402,-0.1389,0.7066,44.0729,82.2244,70.1059
3030,0.0753,-0.2600,0.7679,32.0846,56.7645,68.9972
3040,0.1942,-0.2278,0.8953,22.2118,37.6528,54.5313
3050,-0.0566,-0.2013,0.9670,6.3536,10.5645,63.7613
3060,0.0473,-0.2579,1.0001,-6.7642,13.3802,69.3637
3070,-0.0676,-0.2212,0.9700,-11.6039,0.5453,59.7087
3080,0.0583,-0.2969,1.1983,-22.8668,-4.4405,74.4950
3090,-0.0385,-0.1524,1.2753,-34.0105,-34.3851,71.2012
3100,-0.0330,-0.1319,1.0723,-37.9219,-35.0258,71.4609
3110,-0.0454,-0.2632,1.2662,-41.8053,-55.9495,54.6568
3120,-0.0574,-0.3143,1.2157,-60.0674,-49.8201,57.7855
3130,-0.1073,-0.2239,1.1290,-57.4129,-66.8016,41.0235
3140,-0.1044,-0.1232,1.3251,-53.5963,-84.1785,43.2590
3150,-0.1122,-0.1650,1.2371,-64.4297,-62.0625,55.9271
3160,-0.1905,-0.1680,1.3174,-66.5966,-74.2763,42.8028
3170,-0.2333,-0.1084,1.0273,-53.9058,-83.4149,45.2704
3180,-0.2462,-0.2103,1.0124,-61.1659,-87.8803,33.8180
3190,-0.3121,-0.0773,0.8608,-50.5869,-98.5530,33.6557
3200,-0.3093,-0.0706,0.9404,-53.9933,-90.2641,27.8548
3210,-0.2036,-0.0724,0.7383,-71.1053,-83.2087,37.3431
3220,-0.4102,0.0577,0.7717,-70.1962,-72.7076,24.2978
3230,-0.1901,-0.0033,0.8170,-57.9693,-78.4763,26.3715
3240,-0.3330,0.0219,0.7640,-40.4877,-78.4390,26.5513
3250,-0.2314,0.1358,0.8003,-72.1434,-55.8405,14.4992
3260,-0.2787,0.1282,0.7415,-41.8884,-69.3539,18.4270
3270,-0.2573,0.1099,0.8107,-22.0722,-59.6541,34.4508
3280,-0.1471,0.1421,0.8110,-19.9381,-43.4389,13.3112
3290,-0.0134,0.1651,0.7943,-7.3358,-26.1083,18.3925
3300,-0.0821,0.1691,0.9813,-2.1926,-30.0869,13.3790
3310,-0.0001,0.0808,1.0299,-2.9011,-2.9429,2.6850
3320,0.0483,0.1901,1.0573,32.4219,12.0404,-6.1615
3330,0.2520,0.2710,1.0566,24.7592,13.2849,-27.0598
3340,0.2397,0.1504,1.2506,38.7960,41.8001,-11.6782
3350,0.2929,0.0927,1.0874,43.4070,25.0546,-29.5361
3360,0.2597,0.1790,1.1508,67.8713,49.0241,-36.6973
3370,0.1375,0.1347,1.2301,56.6892,54.4661,-26.7270
3380,0.2971,0.0412,1.2483,55.1470,52.7091,-15.1059
3390,0.1709,0.0680,1.2073,56.2636,73.2945,-24.0487
3400,0.2758,0.0075,1.0435,55.0833,50.7645,-27.4940
3410,0.3925,0.0767,1.1203,70.0746,75.3617,-33.0456
3420,0.2719,-0.1164,0.9658,76.4568,73.5195,-36.4761
3430,0.2579,0.0532,0.8465,66.3599,69.2800,-54.0581
3440,0.1324,-0.1125,0.9487,44.6194,76.5033,-57.5031
3450,0.3103,-0.0655,0.8231,54.5196,84.0896,-48.9494
3460,0.2745,-0.1303,0.6805,77.0270,76.5117,-41.5590
3470,0.2083,-0.0752,0.6205,53.9888,95.9184,-51.4721
3480,0.2712,-0.0177,0.7949,61.2161,65.5777,-57.5819
3490,0.1179,-0.0678,0.7425,40.0039,80.2760,-56.8024
3500,0.1455,-0.2135,0.7835,48.5399,77.0284,-57.5636
3510,0.1963,-0.1675,0.7595,40.2880,70.1594,-60.7891
3520,0.2176,-0.1589,0.6960,48.9726,68.4707,-66.0648
3530,0.1252,-0.0553,0.7961,39.5065,52.2435,-43.2131
3540,-0.0068,-0.2518,0.8632,21.8035,39.8701,-57.5269
3550,0.0270,-0.2525,0.8257,18.0618,23.8733,-74.3010
3560,0.1080,-0.2877,1.0577,-11.0424,2.7354,-57.9016
3570,-0.0203,-0.2377,1.0477,4.3876,-6.5333,-54.6893
3580,0.0304,-0.1874,1.0521,-17.7225,-7.9109,-51.6127
3590,0.0321,-0.3021,1.1234,-12.6538,-4.8562,-68.0034
3600,-0.0349,-0.1341,1.0392,-0.9526,-14.3447,-75.6022
3610,-0.0298,-0.1326,1.1225,-40.1318,-24.2603,-36.6307
3620,-0.1800,-0.1530,1.1940,-39.8015,-43.2732,-67.4612
3630,-0.1271,-0.1462,1.1411,-52.6659,-54.0649,-66.3679
3640,-0.1368,0.0177,1.2613,-59.2672,-57.1330,-48.1797
3650,-0.1294,-0.2027,1.1200,-61.0830,-85.5842,-37.0184
3660,-0.1351,-0.1223,1.0422,-66.3605,-82.4513,-32.9685
3670,-0.2481,0.0572,1.1420,-65.5242,-72.7023,-50.5636
3680,-0.2224,-0.1391,1.0147,-58.1880,-78.0404,-38.0022
3690,-0.2843,-0.0030,0.9962,-73.9800,-78.9049,-41.3141
3700,-0.3381,-0.0221,0.7649,-66.6479,-68.7037,-32.6563
3710,-0.3441,-0.0388,0.8791,-57.4205,-79.2875,-33.2746
3720,-0.2873,-0.0188,0.7229,-59.8620,-69.1582,-1.1817
3730,-0.2755,0.0438,0.7344,-40.9274,-51.3067,-11.0135
3740,-0.3315,0.0739,0.7634,-49.4507,-78.3442,-24.1601
3750,-0.0407,0.1258,0.7804,-38.7879,-48.2985,-16.1391
3760,-0.2522,0.1231,0.7593,-47.8686,-52.7501,-4.6838
3770,-0.1732,0.1021,0.8084,-35.9136,-46.8020,-19.5863
3780,-0.1583,0.1224,0.9768,-8.0395,-27.6718,-8.3029
3790,0.1246,0.1729,0.8022,-11.7077,-24.6640,-4.8217
3800,-0.1948,0.0876,0.8875,13.1279,-9.6201,1.9003
3810,-0.0188,0.0404,0.9466,17.4908,-3.2495,20.1357
3820,0.0536,0.2087,1.0972,20.9439,7.9455,1.3065
3830,0.1888,-0.0003,1.1470,13.1254,19.1719,0.1976
3840,0.1525,0.1793,1.2073,29.2199,44.5252,4.7258
3850,0.0968,0.2282,1.3171,47.0806,39.2268,9.9882
3860,0.2800,0.0497,1.1931,34.8817,49.9612,3.3718
3870,0.2943,-0.0388,1.1308,43.7172,57.6876,10.7809
3880,0.2378,0.0553,1.2584,45.3918,54.5810,15.0819
3890,0.2491,0.1328,1.3534,57.1546,60.0480,28.1772
3900,0.3143,-0.0009,1.3186,49.4198,84.8087,34.0872
3910,0.3498,0.1300,1.1607,76.8938,69.1803,30.0616
3920,0.2211,0.0989,1.1682,70.2659,64.1618,37.1506
3930,0.3537,-0.0246,1.1622,59.9751,66.9008,35.3574
