millis,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
330,-0.1698,-0.2143,1.0862,-67.2444,-68.6903,25.3794
340,-0.1953,-0.1165,1.0855,-71.5212,-84.2843,26.7412
350,-0.2502,-0.0376,0.9616,-70.7331,-83.5096,21.5868
360,-0.2208,-0.0689,0.8789,-71.7728,-90.8894,12.3597
370,-0.2898,-0.0564,0.8188,-64.9422,-87.8091,14.5748
380,-0.2710,0.0367,0.8423,-68.0396,-89.0199,21.3403
390,-0.3080,0.0386,0.7304,-56.1873,-83.8095,17.8305
400,-0.3271,0.0584,0.7210,-57.8859,-71.8818,11.1408
410,-0.3229,0.0965,0.7062,-44.2555,-67.3133,3.6051
420,-0.2662,0.1231,0.7156,-42.2010,-59.7291,5.3336
430,-0.2073,0.1096,0.8124,-31.0471,-56.5603,14.7114
440,-0.1376,0.0929,0.9037,-19.4926,-36.9982,9.3745
450,-0.1453,0.2029,0.9238,-7.7520,-33.8497,7.5288
460,-0.1190,0.1452,0.9420,-11.9605,-26.4603,-5.3069
470,-0.0824,0.1171,0.9936,-1.8091,-16.5240,-5.5488
480,0.0710,0.1572,1.0384,10.1545,2.2461,-5.1656
490,0.0622,0.1250,1.0414,19.0607,9.3699,-9.8842
500,0.0611,0.0237,1.0337,13.9761,16.3438,-5.1090
510,0.1306,0.1267,1.1509,22.6056,9.4843,-10.7037
520,0.0589,0.0699,1.0896,19.4885,14.2870,-5.0883
530,0.1505,0.1470,1.0946,20.1781,28.1983,-9.3910
540,0.1880,0.0862,1.1154,32.4742,39.8271,-13.0907
550,0.2009,0.0510,1.1503,30.0537,31.9447,-9.3391
560,0.1800,0.0935,1.1170,40.8645,39.3411,-11.7140
570,0.2774,0.0877,1.1328,43.0665,36.4625,-13.8896
580,0.3203,0.0093,1.1125,48.4727,45.1963,-17.8850
590,0.2000,0.0161,1.1260,41.2664,48.9864,-18.3027
600,0.2546,-0.0290,0.9846,52.6534,55.1107,-27.2887
610,0.2613,0.0046,0.9916,50.5182,53.0406,-29.2148
620,0.3032,-0.1074,0.8960,38.4763,62.1368,-25.8714
630,0.1671,-0.0808,0.8619,52.0405,57.1962,-24.0396
640,0.1257,-0.1693,0.9178,47.7683,54.8907,-18.4850
650,0.1489,-0.0758,0.8629,34.9612,57.9092,-24.5137
660,0.2147,-0.1947,0.8106,37.7473,50.8624,-30.6267
670,0.1223,-0.1582,0.8396,28.9266,44.8876,-29.0912
680,0.1013,-0.1266,0.8200,27.3356,43.5766,-33.1335
690,0.1468,-0.1612,0.8768,23.8604,47.0968,-28.8249
700,-0.0288,-0.1750,0.8364,20.0677,32.7553,-29.4454
710,-0.0425,-0.2036,0.9067,8.4735,27.7067,-29.5534
720,0.0704,-0.1932,0.9351,2.8937,14.4913,-28.5600
730,0.0590,-0.2452,0.9789,-5.7986,8.1402,-25.5295
740,-0.0372,-0.1675,1.0247,-8.1861,1.5117,-26.7847
750,0.0345,-0.1477,1.0459,-13.2055,-18.9994,-33.7686
760,0.0085,-0.1462,1.1047,-20.7944,-20.3865,-25.5120
770,0.0114,-0.1741,1.1529,-19.3223,-21.5932,-32.5944
780,-0.0424,-0.1179,1.1120,-26.8195,-28.6080,-26.3911
790,-0.0381,-0.1400,1.1270,-31.9223,-26.9435,-26.9639
800,-0.0684,-0.1122,1.1558,-32.2852,-28.2026,-20.0174
810,-0.0485,-0.1216,1.0997,-45.3063,-41.0798,-26.1190
820,-0.0803,-0.1221,1.1423,-43.2724,-46.6983,-25.0871
830,-0.0297,-0.1342,1.0972,-52.5117,-50.2616,-24.3865
840,-0.0921,-0.1928,0.9480,-46.5035,-49.3135,-18.9014
850,-0.2062,-0.0513,0.9712,-48.7063,-61.2912,-19.7314
860,-0.1477,-0.0628,0.9106,-43.1628,-60.3861,-20.5359
870,-0.1251,0.0339,0.9463,-47.0025,-57.8196,-14.7288
880,-0.1897,-0.0984,0.9104,-45.5070,-56.0816,-7.9215
890,-0.1658,0.0242,0.8002,-40.8333,-62.9951,-8.3019
900,-0.2157,-0.0245,0.7973,-36.5804,-49.8740,-6.6363
910,-0.1821,0.0232,0.8151,-30.6908,-54.7443,-13.2310
920,-0.2433,-0.0018,0.8039,-33.3074,-42.4713,-10.3390
930,-0.1577,0.0573,0.8556,-31.0239,-37.1788,-7.5594
940,-0.2168,0.0562,0.8915,-24.6223,-42.1706,-12.5555
950,-0.0811,0.0983,0.9015,-8.8947,-25.5947,2.5665
960,-0.1669,0.0764,0.9505,-13.5422,-21.1189,-8.2953
970,-0.1562,0.0938,0.9798,-4.9917,-17.9254,0.6745
980,-0.0043,0.1276,0.9826,-1.3524,-4.1010,-3.8089
990,0.0085,0.0999,1.0072,12.1401,7.1787,3.3532
1000,0.0800,0.1436,1.0813,20.6162,13.0223,8.1273
1010,0.1252,0.1935,1.1728,32.6793,13.2414,8.0078
1020,0.1782,0.1323,1.2313,36.0638,26.7969,5.0634
1030,0.1960,0.1398,1.2634,48.3678,39.6569,7.9317
1040,0.2727,0.1012,1.2173,55.3983,47.8846,15.5317
1050,0.3214,0.0664,1.2039,63.7903,68.0578,13.8855
1060,0.3521,-0.0439,1.1998,60.2373,73.0290,16.4053
1070,0.4294,0.0677,1.1800,67.8538,79.9837,21.7403
1080,0.3201,-0.0192,1.1062,70.4576,86.9485,9.2074
1090,0.3462,0.0186,1.0160,64.7235,88.1593,22.0657
1100,0.3533,0.0339,0.9106,74.2165,89.8262,27.3355
1110,0.3034,-0.0976,0.9297,72.2333,86.5791,30.0001
1120,0.2474,-0.0439,0.8653,69.8931,86.5940,27.0350
1130,0.2502,-0.1041,0.7616,59.0892,87.1246,22.4187
1140,0.2968,-0.1014,0.8389,62.0068,79.7646,29.8329
1150,0.2154,-0.1862,0.7075,58.0333,86.7155,34.2248
1160,0.2365,-0.1512,0.7718,57.2559,77.6678,24.7599
1170,0.1489,-0.1702,0.7237,43.5520,67.5016,25.2318
1180,0.1714,-0.1394,0.7510,41.2876,66.2508,28.0302
1190,0.1011,-0.1276,0.7397,38.9178,50.0298,27.4442
1200,0.0620,-0.2154,0.8061,17.9548,45.4943,21.4956
1210,0.0790,-0.2515,0.9112,9.0449,31.0674,20.4188
1220,0.0592,-0.1594,0.9268,1.7611,29.0668,24.6467
1230,0.1024,-0.2516,0.9695,-9.8814,10.7572,27.3081
1240,-0.0436,-0.2517,1.0798,-14.3510,0.1555,31.3892
1250,0.0198,-0.2438,1.1456,-17.5932,-15.9716,27.2986
1260,0.0480,-0.2257,1.1660,-34.9378,-27.1994,29.7525
1270,0.0224,-0.2109,1.1983,-38.0322,-29.3895,34.0857
1280,-0.0763,-0.2471,1.2892,-41.6227,-47.3645,39.7747
1290,-0.1129,-0.2156,1.2239,-50.8115,-51.6638,30.7342
1300,-0.1308,-0.1238,1.2389,-57.8504,-64.2300,22.6436
1310,-0.1397,-0.1057,1.2008,-66.9248,-68.8306,28.9694
1320,-0.1643,-0.1347,1.0998,-68.4471,-87.6231,24.3023
1330,-0.1876,-0.1175,1.0255,-70.4943,-81.2027,24.4634
1340,-0.1931,-0.1232,1.0740,-68.6793,-85.0019,26.2130
1350,-0.2861,-0.0528,1.0462,-71.6975,-88.0294,24.2786
1360,-0.3154,-0.0827,0.9477,-67.6662,-92.3855,14.5056
1370,-0.3430,-0.0260,0.8425,-76.3051,-82.7071,13.3136
1380,-0.3568,-0.0307,0.8009,-63.5933,-90.2292,17.7822
1390,-0.3140,-0.0076,0.8066,-64.0711,-83.3950,17.5750
1400,-0.2945,0.0453,0.7300,-55.7059,-80.7281,21.0947
1410,-0.1926,0.0651,0.6675,-51.4095,-75.3580,13.5016
1420,-0.2396,0.0736,0.7727,-35.6781,-61.6874,6.8535
1430,-0.2282,0.1094,0.7845,-30.6502,-50.5837,4.5489
1440,-0.1398,0.1255,0.8224,-21.0524,-50.2363,2.2097
1450,-0.1780,0.1175,0.9049,-16.9735,-36.3905,-2.1570
1460,-0.1066,0.1153,0.9478,-8.1079,-34.2830,-3.2149
1470,-0.0062,0.1432,1.0035,8.5801,-11.7740,-2.8640
1480,0.0555,0.1073,1.0246,14.1268,-2.9359,-2.6441
1490,0.0790,0.1217,0.9819,13.4834,4.1793,-7.7311
1500,0.0962,0.0830,1.1132,21.7493,18.1078,-6.7824
1510,0.1025,0.0594,1.1214,25.4754,23.3666,-9.9933
1520,0.1937,0.0568,1.1946,33.0991,34.5628,-12.3899
1530,0.1965,0.1221,1.1916,36.9569,37.3965,-14.6603
1540,0.2624,0.0765,1.1536,44.0397,43.3078,-12.9673
1550,0.2362,-0.0006,1.1810,43.1094,44.5605,-14.8636
1560,0.2742,0.0214,1.1037,48.9815,43.9510,-26.8127
1570,0.1880,-0.0054,1.0873,50.5633,51.6607,-16.3308
1580,0.2931,-0.0133,1.0234,40.9282,52.5645,-18.3858
1590,0.2103,-0.0807,1.0020,47.9571,55.5794,-22.7495
1600,0.1699,-0.0300,0.9860,44.9673,58.9518,-20.8772
1610,0.1649,-0.0953,0.9878,39.8569,56.1686,-25.2392
1620,0.1700,-0.0873,0.8680,40.1673,53.7696,-23.5374
1630,0.2207,-0.0227,0.8976,40.3466,61.4443,-28.4552
1640,0.1796,-0.0590,0.9317,45.8803,61.6874,-23.3569
1650,0.0744,-0.1483,0.7686,35.1832,48.9759,-25.6934
1660,0.1116,-0.1640,0.8080,31.2729,52.1731,-33.2479
1670,0.0885,-0.1694,0.8210,28.3821,45.5718,-30.8070
1680,0.0015,-0.2245,0.8833,17.4244,32.7723,-26.1342
1690,0.0123,-0.1989,0.9473,15.7819,26.0701,-27.6472
1700,-0.0388,-0.1776,0.9418,10.4845,23.3737,-28.8916
1710,0.0005,-0.2128,0.9266,-1.0646,16.3016,-34.0379
1720,-0.0789,-0.1478,0.9291,-1.8289,10.5183,-32.3101
1730,-0.0073,-0.1804,0.9892,9.3407,6.2160,-28.9769
1740,-0.0183,-0.1995,1.0264,-6.6963,-4.4690,-28.3380
1750,-0.0184,-0.1117,1.0748,-15.2712,-3.8793,-29.3160
1760,-0.0261,-0.1483,1.0620,-17.7401,-19.0978,-32.1522
1770,0.0457,-0.1667,1.1845,-30.0080,-26.8115,-29.2429
1780,-0.0218,-0.0950,1.1055,-28.5952,-22.7608,-29.9486
1790,-0.0050,-0.1102,1.1674,-28.3653,-27.5364,-32.1499
1800,-0.0007,-0.1756,1.1501,-42.9407,-31.9416,-31.0040
1810,-0.0098,-0.1263,1.0897,-42.5657,-42.0180,-29.0971
1820,-0.0442,-0.1387,1.1091,-44.7717,-51.1415,-30.5409
1830,-0.1182,-0.1614,1.0750,-46.3467,-48.0000,-21.6368
1840,-0.1555,-0.0245,1.0435,-48.0820,-54.9181,-19.6905
1850,-0.1684,-0.0218,1.0384,-45.6850,-57.5297,-17.8051
1860,-0.1726,-0.1152,0.9569,-42.6718,-61.4322,-23.3149
1870,-0.1748,-0.0305,1.0328,-44.4885,-56.9738,-21.7061
1880,-0.2002,-0.0905,0.9293,-39.6696,-67.2285,-15.8316
1890,-0.1669,0.0371,0.8064,-35.5952,-52.7934,-16.2138
1900,-0.2186,0.0089,0.7274,-38.6536,-59.9098,-13.9603
1910,-0.1355,0.0163,0.8675,-30.4813,-43.8604,-11.9394
1920,-0.1532,0.0889,0.8334,-28.0378,-48.4389,-15.1070
1930,-0.1906,0.0544,0.8464,-17.8768,-32.9126,-1.6785
1940,-0.1258,0.0478,0.8137,-19.7803,-23.4816,-11.5610
1950,-0.2518,0.1003,0.8214,-14.0833,-28.7246,-10.4254
1960,-0.0400,0.0611,0.8424,-0.4964,-25.0256,0.8860
1970,-0.0353,0.1111,1.0614,-1.2629,-4.6748,-4.4540
1980,-0.0012,0.0801,1.0570,-1.8351,-8.2138,5.5582
1990,-0.0295,0.1821,1.0529,17.8433,-0.6375,4.9588
2000,0.2138,0.1706,1.2171,29.5117,23.1817,7.3710
2010,0.1541,0.1700,1.1129,34.6530,18.0005,6.3541
2020,0.2045,0.0921,1.2416,44.0636,33.3971,4.0168
2030,0.2958,0.1912,1.2560,54.1072,43.1594,6.5197
2040,0.2793,0.0975,1.1943,54.4178,55.1404,13.3347
2050,0.2873,0.1481,1.1868,62.2373,60.2434,14.6497
2060,0.3709,0.0297,1.1128,65.2838,80.6735,12.5116
2070,0.3082,0.0222,1.1112,71.5725,86.1231,14.1031
2080,0.3800,0.0043,1.1173,71.0009,85.0273,16.2890
2090,0.3504,0.0389,1.0550,68.4097,86.0745,20.5443
2100,0.3750,-0.0529,0.9538,70.7666,83.4843,24.1013
2110,0.2592,-0.0473,0.9180,76.5916,91.5670,27.1659
2120,0.3345,-0.1502,0.7462,59.5113,85.2096,23.3615
2130,0.2660,-0.1358,0.8505,56.0891,86.9843,31.4954
2140,0.3040,-0.1341,0.7393,57.0555,83.5546,29.6503
2150,0.1689,-0.1679,0.6785,44.2900,73.8922,33.3388
2160,0.2505,-0.2506,0.7175,52.1866,60.0454,24.6578
2170,0.1802,-0.1752,0.7200,32.3725,58.0774,30.8126
2180,0.1572,-0.2482,0.7798,24.8185,58.2412,33.2664
2190,0.0689,-0.1514,0.8359,18.5458,43.2824,22.4958
2200,0.1013,-0.2428,0.7797,16.6835,38.4231,33.1876
2210,0.0871,-0.1558,0.9760,7.4438,14.0482,31.3010
2220,-0.0004,-0.2229,1.0786,-5.6163,7.5722,33.2380
2230,-0.0307,-0.2315,1.0236,-14.6690,-2.7992,30.1919
2240,-0.0352,-0.2652,1.1824,-19.9710,-20.5747,33.6957
2250,0.0378,-0.2463,1.2174,-39.8734,-26.9462,27.2350
2260,-0.0321,-0.2180,1.2370,-37.9474,-29.0268,26.4664
2270,-0.0141,-0.3039,1.2787,-38.1616,-37.3809,30.9277
2280,-0.0609,-0.1799,1.1725,-53.9496,-50.3577,30.3742
2290,-0.0877,-0.2515,1.2585,-53.5436,-54.3792,21.7366
2300,-0.1152,-0.1958,1.1733,-56.4830,-61.0514,30.6048
2310,-0.1611,-0.2771,1.2873,-59.5704,-75.4831,29.8109
2320,-0.1199,-0.1356,1.1195,-68.2115,-75.8211,28.3036
2330,-0.1957,-0.0982,1.0508,-63.2548,-78.8328,20.1599
2340,-0.2202,-0.0927,1.0868,-69.7664,-89.4364,26.6843
2350,-0.3142,-0.0634,0.9965,-67.6019,-84.0652,22.3047
2360,-0.2702,-0.0597,0.8982,-74.4037,-90.4152,22.1838
2370,-0.3205,-0.0244,0.8678,-71.7786,-85.2245,17.4888
2380,-0.3245,0.0389,0.8399,-68.9599,-84.4083,14.6307
2390,-0.2668,-0.0052,0.8509,-55.9972,-84.8071,12.3354
2400,-0.3525,0.0616,0.7145,-65.2472,-81.2633,10.4895
2410,-0.3059,0.0915,0.7085,-57.3481,-77.0469,14.6756
2420,-0.2504,0.0766,0.7127,-39.2551,-65.8092,6.2153
2430,-0.1870,0.1190,0.7665,-30.7592,-53.7682,4.2594
2440,-0.2200,0.1312,0.8065,-35.1678,-40.3416,6.2352
2450,-0.1398,0.1154,0.8064,-16.2096,-35.9459,2.0385
2460,-0.0854,0.2376,0.9345,-5.9198,-22.3517,-6.9612
2470,-0.0922,0.1318,0.9308,8.5351,-6.5706,-3.3157
2480,-0.0614,0.1468,1.0212,2.7023,2.2636,-4.6221
2490,-0.0010,0.1202,1.0671,14.8956,11.6405,0.7913
2500,0.1528,-0.0048,1.1030,27.7568,25.1767,-5.1502
2510,0.1692,0.0772,1.1913,31.5627,26.0443,-13.4286
2520,0.1390,0.0999,1.2066,29.1227,33.2042,-15.4461
2530,0.1912,0.0827,1.1847,35.2527,40.1105,-14.5197
2540,0.2190,0.0060,1.1966,33.7848,41.5894,-13.4053
2550,0.2293,0.0435,1.1121,46.6619,40.5884,-18.2922
2560,0.2517,-0.0274,1.1534,42.3159,43.8868,-15.3028
2570,0.3436,-0.0388,1.0561,50.8818,52.9970,-24.2338
2580,0.2148,-0.0234,1.0291,49.8546,60.7560,-18.9296
2590,0.2422,-0.0210,0.9950,43.3875,61.6547,-16.7752
2600,0.1885,0.0173,0.8895,45.6632,64.9249,-32.9634
2610,0.1735,-0.0483,0.8780,47.3119,61.7769,-24.0078
2620,0.1394,-0.0387,0.8603,44.2093,54.2214,-24.0634
2630,0.1331,-0.1485,0.8473,44.1511,47.5819,-24.6495
2640,0.1021,-0.1585,0.8169,39.6444,48.6774,-26.6550
2650,0.1161,-0.1475,0.7837,31.9914,45.2094,-28.0808
2660,0.0889,-0.0751,0.7805,27.8655,37.5279,-27.4195
2670,0.0277,-0.2057,0.8461,17.1211,38.4152,-28.5677
2680,0.1303,-0.2236,0.8239,12.3624,25.6929,-28.9748
2690,-0.0040,-0.1709,0.8490,12.7125,26.1968,-23.4144
2700,0.0506,-0.1269,0.9239,6.6620,21.0688,-25.6809
2710,0.1163,-0.2408,0.9825,-5.8785,2.5548,-26.1158
2720,-0.0095,-0.1892,0.9970,-9.8243,-2.1456,-31.9884
2730,0.0689,-0.2312,0.9906,-17.4469,-1.6662,-31.2153
2740,0.0654,-0.1190,1.1091,-22.6202,-11.4304,-24.8413
2750,0.0119,-0.1424,1.1571,-21.2123,-22.2179,-32.4424
2760,-0.0912,-0.1492,1.1241,-35.6448,-35.3180,-23.6616
2770,0.0276,-0.1515,1.1266,-38.7899,-40.0768,-32.0236
2780,-0.0454,-0.1463,1.0375,-37.8138,-42.8670,-17.6212
2790,-0.0956,-0.1161,1.1407,-42.9439,-43.7225,-19.8457
2800,-0.0366,-0.1364,1.0399,-44.0138,-49.5504,-25.9864
2810,-0.1413,-0.1304,1.0772,-51.6424,-55.0049,-24.4687
2820,-0.0815,-0.1303,1.0027,-46.5889,-55.1135,-29.8673
2830,-0.1595,-0.0783,0.9994,-48.1142,-53.9448,-21.4786
2840,-0.1329,-0.0966,0.9646,-49.6994,-65.1117,-15.6008
2850,-0.2120,-0.0214,0.8745,-48.3120,-62.4618,-16.9595
2860,-0.2047,-0.1186,1.0131,-45.7843,-58.1694,-18.6737
2870,-0.2426,0.0052,0.8001,-38.6967,-51.8608,-7.8184
2880,-0.2415,0.0184,0.8441,-31.9671,-50.2692,-12.0942
2890,-0.2067,0.0594,0.7915,-35.4366,-54.7002,-11.0159
2900,-0.2171,0.0156,0.8082,-26.2868,-47.8080,-12.1292
2910,-0.1920,-0.0209,0.8756,-27.3348,-46.5378,-7.0684
2920,-0.1285,0.0134,0.7596,-28.3803,-39.6618,2.6751
2930,-0.1582,0.1040,0.8532,-16.5841,-31.0768,-3.7248
2940,-0.2016,0.0553,0.9059,-6.8253,-27.3599,-10.2606
2950,-0.1084,0.0564,0.9202,-1.6530,-22.6171,-1.4488
2960,-0.0589,0.0539,0.9656,-5.3302,-18.8413,6.7531
2970,0.0297,0.0774,0.9686,13.8080,-11.8169,6.2012
2980,0.0718,0.1416,0.9984,13.0897,1.0841,1.2885
2990,0.1442,0.0862,1.0856,24.8206,17.8775,7.1378
3000,0.1464,0.1176,1.1630,33.3587,29.9805,1.8115
3010,0.2462,0.1671,1.2477,51.0094,38.1950,12.3757
3020,0.1912,0.1752,1.2311,51.8310,45.6253,7.7650
3030,0.3337,0.1017,1.2933,58.9796,61.2823,10.5426
3040,0.3315,0.0672,1.2177,52.7906,67.2189,12.2682
3050,0.3568,0.1181,1.1873,65.9166,77.1224,13.4937
3060,0.3315,0.0377,1.1452,68.7053,77.0608,24.3041
3070,0.3513,-0.0360,0.9854,74.4803,83.0052,25.6227
3080,0.3136,-0.0201,1.0144,70.3107,83.9850,20.1752
3090,0.3485,-0.0151,0.8797,75.8223,93.8181,23.0114
3100,0.2541,-0.0034,0.8573,66.8373,85.1507,30.1745
3110,0.3146,-0.1178,0.8947,59.6178,80.2324,24.0397
3120,0.2643,-0.1068,0.7074,53.1615,79.7683,24.5573
3130,0.2937,-0.1654,0.7392,58.1817,82.1296,23.8999
3140,0.1920,-0.1211,0.7418,52.3125,73.3794,33.6548
3150,0.1596,-0.1767,0.7424,38.6778,66.3516,28.9416
3160,0.1477,-0.1921,0.7568,39.1064,58.5318,28.8029
3170,0.1141,-0.2569,0.7736,25.1265,47.8381,27.5758
3180,0.0803,-0.2455,0.9357,14.6766,35.0905,26.0124
3190,0.0221,-0.2530,0.8233,2.0903,21.3872,33.3449
3200,0.0009,-0.3868,0.9278,-3.9533,21.9868,26.7004
3210,-0.0003,-0.2163,1.1041,-12.3655,1.0245,27.5566
3220,-0.0089,-0.2487,1.1273,-21.1779,-5.3486,22.8285
3230,-0.0635,-0.2525,1.1214,-31.9705,-26.7753,24.7543
3240,-0.0777,-0.2533,1.1471,-32.0061,-26.5752,26.6822
3250,-0.0599,-0.2304,1.1993,-36.7038,-42.3532,26.3289
3260,-0.0339,-0.2139,1.3288,-50.3697,-49.8715,21.9273
3270,-0.1022,-0.2566,1.2489,-53.5481,-55.2838,24.5050
3280,-0.0937,-0.1834,1.1745,-66.5036,-60.8527,25.4732
3290,-0.1012,-0.1703,1.2065,-62.2292,-64.8512,15.1907
3300,-0.1377,-0.1530,1.1340,-71.2075,-71.5375,26.5549
3310,-0.2061,-0.1965,1.1857,-69.9702,-81.7547,22.4619
3320,-0.2116,-0.1391,1.1261,-69.1896,-78.6140,18.0752
3330,-0.3066,-0.1531,1.0902,-72.5723,-89.1895,20.6364
3340,-0.2900,-0.0578,0.9659,-67.4722,-91.7055,21.6944
3350,-0.2568,-0.0038,1.0005,-73.7342,-89.0766,19.0423
3360,-0.3352,-0.0001,0.8862,-70.8431,-90.2745,18.0045
3370,-0.2488,-0.0209,0.8259,-64.5464,-84.6916,16.2724
3380,-0.2512,-0.0066,0.7355,-62.1924,-92.6396,17.2862
3390,-0.3247,0.0112,0.7345,-57.1204,-77.4566,8.1923
3400,-0.2659,0.0665,0.7503,-53.8675,-79.6684,9.6831
3410,-0.3479,0.0467,0.7104,-50.0189,-65.4091,11.8004
3420,-0.3137,0.0684,0.8382,-38.0776,-60.2690,8.8758
3430,-0.2546,0.0095,0.7639,-32.1180,-60.5715,2.7564
3440,-0.2035,0.0877,0.7700,-21.0475,-47.3584,4.0323
3450,-0.1757,0.1002,0.8797,-12.2446,-36.2615,0.9012
3460,-0.1542,0.1192,0.8757,-9.7475,-31.5062,1.7989
3470,-0.0069,0.1917,0.9501,-5.7472,-24.6812,-5.8343
3480,-0.0008,0.0970,1.0147,7.5791,-7.8427,-8.2225
3490,0.0322,0.0286,0.9996,7.0569,2.9783,-8.6281
3500,0.0908,0.1026,1.1206,7.4913,10.8663,-5.3939
3510,0.1153,0.0376,1.1030,27.4158,13.4096,2.6951
3520,0.1406,0.0636,1.1685,28.2654,26.0802,-5.0605
3530,0.1626,0.0688,1.1257,40.6162,35.6616,-6.0120
3540,0.1527,0.0503,1.0841,34.7168,41.2938,-12.9480
3550,0.2949,0.0113,1.0848,41.6967,38.6877,-8.0549
3560,0.2096,0.0650,1.0966,43.3423,43.0303,-14.4359
3570,0.1859,0.0734,1.0828,44.3331,51.7662,-17.1666
3580,0.2207,-0.0369,1.0632,49.7620,56.8400,-14.5457
3590,0.1833,-0.0216,1.0492,46.7885,57.4946,-24.6742
3600,0.3149,0.0046,0.9261,46.6282,56.3563,-30.2006
3610,0.2346,-0.0537,0.9512,46.9827,54.7122,-27.3729
3620,0.2599,-0.0991,0.8591,36.5797,63.3077,-18.3590
3630,0.2416,-0.0921,0.8483,40.5850,56.6998,-21.3414
3640,0.1838,-0.0581,0.9517,38.0312,62.9268,-25.0315
3650,0.1602,-0.1450,0.8795,43.8382,48.0582,-27.6026
3660,0.0865,-0.1101,0.8044,36.0754,47.8736,-28.0934
3670,0.0906,-0.1194,0.8909,32.0482,41.8400,-26.6564
3680,0.0511,-0.1718,0.8875,26.4004,46.3996,-32.0733
3690,0.0610,-0.1357,0.8900,17.3418,37.4923,-26.2233
3700,0.0154,-0.1423,0.9541,16.9850,22.0489,-33.3596
3710,0.0885,-0.1343,0.9150,5.1602,10.8429,-24.5158
3720,0.0580,-0.1421,0.9760,-7.7059,13.1026,-31.0764
3730,0.0172,-0.2376,0.9830,-5.0840,2.4593,-33.2576
3740,-0.0534,-0.1442,1.0848,-9.6139,-11.0955,-30.5343
3750,0.0360,-0.1533,1.0450,-19.4604,-20.1336,-32.6508
3760,0.0368,-0.1334,1.0985,-23.2733,-19.1253,-29.1418
3770,-0.0072,-0.2010,1.1472,-23.6029,-25.1843,-35.3280
3780,-0.0721,-0.1217,1.1220,-27.5617,-32.6696,-29.3307
3790,-0.0150,-0.1341,1.1547,-34.3906,-36.4796,-26.4928
3800,-0.0035,-0.1844,1.2057,-32.9220,-43.8847,-24.5917
3810,-0.1489,-0.0740,1.0684,-41.7076,-49.3218,-26.3756
3820,-0.0695,-0.1393,1.1342,-36.7447,-49.4671,-19.0672
3830,-0.1998,-0.1264,0.9977,-51.6715,-56.5212,-28.5825
3840,-0.1536,-0.0491,0.9308,-42.7448,-59.2578,-21.0172
3850,-0.1087,-0.0688,0.9306,-44.1769,-55.9556,-20.3857
3860,-0.1932,-0.0140,0.9247,-42.9662,-65.5701,-16.9346
3870,-0.1901,-0.0187,0.8208,-45.3693,-50.6752,-16.0523
3880,-0.2266,0.0124,0.8054,-34.1384,-52.0490,-8.5352
3890,-0.2138,0.0483,0.8032,-35.2092,-53.3775,-12.1607
3900,-0.1103,0.0294,0.7890,-33.8913,-46.7148,-13.9452
3910,-0.1394,0.0753,0.8317,-28.3120,-36.7907,0.9007
3920,-0.1847,0.0860,0.8133,-21.3529,-33.6125,-6.6960
3930,-0.1702,0.0269,0.8476,-16.5294,-38.9350,-6.2714
